"lakeid","year4","sampledate","transect","depth","rep","rake_rating","fil_algae_wt","plant_wt_hand","flag"
"FI",1995,"1995-07-05",4,4,4,1,0,1,
"FI",1995,"1995-07-05",5,1,1,1,0,45,
"FI",1995,"1995-07-05",5,1,2,1,0,31,
"FI",1995,"1995-07-05",5,1,3,1,0,150,
"FI",1995,"1995-07-05",5,1,4,1,0,70,
"FI",1995,"1995-07-05",5,1.5,1,1,0,27,
"FI",1995,"1995-07-05",5,1.5,2,1,0,30,
"FI",1995,"1995-07-05",5,1.5,3,1,0,20,
"FI",1995,"1995-07-05",5,1.5,4,1,0,27,
"FI",1995,"1995-07-05",5,2,1,1,0,5,
"FI",1995,"1995-07-05",5,2,2,1,0,165,
"FI",1995,"1995-07-05",5,2,3,1,0,425,
"FI",1995,"1995-07-05",5,2,4,1,0,155,
"FI",1995,"1995-07-05",5,2.5,1,1,0,50,
"FI",1995,"1995-07-05",5,2.5,2,1,0,560,
"FI",1995,"1995-07-05",5,2.5,3,1,0,260,
"FI",1995,"1995-07-05",5,2.5,4,1,0,300,
"FI",1995,"1995-07-05",5,3,1,1,0,715,
"FI",1995,"1995-07-05",5,3,2,1,0,462,
"FI",1995,"1995-07-05",5,3,3,1,0,280,
"FI",1995,"1995-07-05",5,3,4,1,0,1005,
"FI",1995,"1995-07-05",5,3.5,1,1,0,660,
"FI",1995,"1995-07-05",5,3.5,2,1,0,530,
"FI",1995,"1995-07-05",5,3.5,3,1,0,230,
"FI",1995,"1995-07-05",5,3.5,4,1,0,410,
"FI",1995,"1995-07-05",5,4,1,0,0,0,
"FI",1995,"1995-07-05",5,4,2,1,0,5,
"FI",1995,"1995-07-05",5,4,3,1,0,115,
"FI",1995,"1995-07-05",5,4,4,0,0,0,
"FI",1995,"1995-07-05",5,4.5,1,0,0,0,
"FI",1995,"1995-07-05",5,4.5,2,0,0,0,
"FI",1995,"1995-07-05",5,4.5,3,1,0,30,
"FI",1995,"1995-07-05",5,4.5,4,0,0,0,
"FI",1995,"1995-07-06",6,1,1,1,0,145,
"FI",1995,"1995-07-06",6,1,2,1,0,600,
"FI",1995,"1995-07-06",6,1,3,1,0,220,
"FI",1995,"1995-07-06",6,1,4,1,0,180,
"FI",1995,"1995-07-06",6,1.5,1,1,0,520,
"FI",1995,"1995-07-06",6,1.5,2,1,0,870,
"FI",1995,"1995-07-06",6,1.5,3,1,0,730,
"FI",1995,"1995-07-06",6,1.5,4,1,0,170,
"FI",1995,"1995-07-06",6,2,1,1,0,1000,
"FI",1995,"1995-07-06",6,2,2,1,0,190,
"FI",1995,"1995-07-06",6,2,3,1,0,850,
"FI",1995,"1995-07-06",6,2,4,1,0,295,
"FI",1995,"1995-07-06",6,2.5,1,1,0,1750,
"FI",1995,"1995-07-06",6,2.5,2,1,0,890,
"FI",1995,"1995-07-06",6,2.5,3,1,0,1150,
"FI",1995,"1995-07-06",6,2.5,4,1,0,1900,
"FI",1995,"1995-07-06",6,3,1,1,0,1150,
"FI",1995,"1995-07-06",6,3,2,1,0,950,
"FI",1995,"1995-07-06",6,3,3,1,0,980,
"FI",1995,"1995-07-06",6,3,4,2,0,1080,
"FI",1995,"1995-07-06",6,3.5,1,1,0,2100,
"FI",1995,"1995-07-06",6,3.5,2,1,0,570,
"FI",1995,"1995-07-06",6,3.5,3,1,0,700,
"FI",1995,"1995-07-06",6,3.5,4,1,0,1150,
"FI",1995,"1995-07-06",6,4,1,1,0,2000,
"FI",1995,"1995-07-06",6,4,2,1,0,1125,
"FI",1995,"1995-07-06",6,4,3,1,0,1380,
"FI",1995,"1995-07-06",6,4,4,2,0,1250,
"FI",1995,"1995-07-06",6,4.5,1,1,0,1300,
"FI",1995,"1995-07-06",6,4.5,2,2,0,1200,
"FI",1995,"1995-07-06",6,4.5,3,1,0,1300,
"FI",1995,"1995-07-06",6,4.5,4,2,0,1150,
"FI",1995,"1995-07-11",6,1,1,1,0,203,
"FI",1995,"1995-07-11",6,1,2,1,0,530,
"FI",1995,"1995-07-11",6,1,3,1,0,175,
"FI",1995,"1995-07-11",6,1,4,1,0,108,
"FI",1995,"1995-07-11",6,1.5,1,1,0,329,
"FI",1995,"1995-07-11",6,1.5,2,2,0,508,
"FI",1995,"1995-07-11",6,1.5,3,2,0,340,
"FI",1995,"1995-07-11",6,1.5,4,1,0,393,
"FI",1995,"1995-07-11",6,2,1,1,0,1170,
"FI",1995,"1995-07-11",6,2,2,1,0,997,
"FI",1995,"1995-07-11",6,2,3,2,0,1150,
"FI",1995,"1995-07-11",6,2,4,1,0,1090,
"FI",1995,"1995-07-11",6,2.5,1,1,0,987,
"FI",1995,"1995-07-11",6,2.5,2,1,0,770,
"FI",1995,"1995-07-11",6,2.5,3,1,0,663,
"FI",1995,"1995-07-11",6,2.5,4,2,0,1860,
"FI",1995,"1995-07-11",6,3,1,1,0,628,
"FI",1995,"1995-07-11",6,3,2,2,0,1250,
"FI",1995,"1995-07-11",6,3,3,1,0,220,
"FI",1995,"1995-07-11",6,3,4,1,0,896,
"FI",1995,"1995-07-11",6,3.5,1,1,0,525,
"FI",1995,"1995-07-11",6,3.5,2,2,0,775,
"FI",1995,"1995-07-11",6,3.5,3,1,0,700,
"FI",1995,"1995-07-11",6,3.5,4,1,0,1150,
"FI",1995,"1995-07-11",6,4,1,1,0,230,
"FI",1995,"1995-07-11",6,4,2,0,0,0,
"FI",1995,"1995-07-11",6,4,3,0,0,0,
"FI",1995,"1995-07-11",6,4,4,1,0,10,
"FI",1995,"1995-07-11",7,1,1,1,0,120,
"FI",1995,"1995-07-11",7,1,2,1,0,520,
"FI",1995,"1995-07-11",7,1,3,1,0,515,
"FI",1995,"1995-07-11",7,1,4,1,0,450,
"FI",1995,"1995-07-11",7,1.5,1,2,0,1060,
"FI",1995,"1995-07-11",7,1.5,2,1,0,164,
"FI",1995,"1995-07-11",7,1.5,3,1,0,465,
"FI",1995,"1995-07-11",7,1.5,4,1,0,365,
"FI",1995,"1995-07-11",7,2,1,1,0,290,
"FI",1995,"1995-07-11",7,2,2,1,0,715,
"FI",1995,"1995-07-11",7,2,3,1,0,400,
"FI",1995,"1995-07-11",7,2,4,1,0,780,
"FI",1995,"1995-07-11",7,2.5,1,1,0,750,
"FI",1995,"1995-07-11",7,2.5,2,1,0,560,
"FI",1995,"1995-07-11",7,2.5,3,1,0,460,
"FI",1995,"1995-07-11",7,2.5,4,1,0,860,
"FI",1995,"1995-07-11",7,3,1,1,0,999,
"FI",1995,"1995-07-11",7,3,2,2,0,1619,
"FI",1995,"1995-07-11",7,3,3,1,0,580,
"FI",1995,"1995-07-11",7,3,4,1,0,1060,
"FI",1995,"1995-07-11",7,3.5,1,1,0,115,
"FI",1995,"1995-07-11",7,3.5,2,1,0,640,
"FI",1995,"1995-07-11",7,3.5,3,1,0,180,
"FI",1995,"1995-07-11",7,3.5,4,1,0,320,
"FI",1995,"1995-07-11",8,1,1,1,0,85,
"FI",1995,"1995-07-11",8,1,2,1,0,120,
"FI",1995,"1995-07-11",8,1,3,1,0,220,
"FI",1995,"1995-07-11",8,1,4,1,0,450,
"FI",1995,"1995-07-11",8,1.5,1,2,0,1078,
"FI",1995,"1995-07-11",8,1.5,2,1,0,1100,
"FI",1995,"1995-07-11",8,1.5,3,1,0,670,
"FI",1995,"1995-07-11",8,1.5,4,1,0,700,
"FI",1995,"1995-07-11",8,2,1,1,0,270,
"FI",1995,"1995-07-11",8,2,2,1,0,200,
"FI",1995,"1995-07-11",8,2,3,1,0,1215,
"FI",1995,"1995-07-11",8,2,4,1,0,341,
"FI",1995,"1995-07-11",8,2.5,1,1,0,1,
"FI",1995,"1995-07-11",8,2.5,2,0,0,0,
"FI",1995,"1995-07-11",8,2.5,3,0,0,0,
"FI",1995,"1995-07-11",8,2.5,4,0,0,0,
"FI",1995,"1995-07-11",8,3,1,1,0,150,
"FI",1995,"1995-07-11",8,3,2,1,0,500,
"FI",1995,"1995-07-11",8,3,3,1,0,950,
"FI",1995,"1995-07-11",8,3,4,1,0,1000,
"FI",1995,"1995-07-11",8,3.5,1,1,0,135,
"FI",1995,"1995-07-11",8,3.5,2,1,0,1060,
"FI",1995,"1995-07-11",8,3.5,3,1,0,560,
"FI",1995,"1995-07-11",8,3.5,4,1,0,1200,
"FI",1995,"1995-07-11",8,4,1,1,0,5,
"FI",1995,"1995-07-11",8,4,2,1,0,50,
"FI",1995,"1995-07-11",8,4,3,1,0,70,
"FI",1995,"1995-07-11",8,4,4,1,0,1,
"FI",1995,"1995-07-11",8,4.5,1,1,0,15,
"FI",1995,"1995-07-11",8,4.5,2,0,0,0,
"FI",1995,"1995-07-11",8,4.5,3,0,0,0,
"FI",1995,"1995-07-11",8,4.5,4,1,0,10,
"FI",1995,"1995-07-14",9,1,1,1,0,660,
"FI",1995,"1995-07-14",9,1,2,1,0,460,
"FI",1995,"1995-07-14",9,1,3,1,0,600,
"FI",1995,"1995-07-14",9,1,4,1,0,800,
"FI",1995,"1995-07-14",9,1.5,1,1,0,660,
"FI",1995,"1995-07-14",9,1.5,2,1,0,1600,
"FI",1995,"1995-07-14",9,1.5,3,1,0,500,
"FI",1995,"1995-07-14",9,1.5,4,1,0,885,
"FI",1995,"1995-07-14",9,2,1,1,0,1100,
"FI",1995,"1995-07-14",9,2,2,1,0,1350,
"FI",1995,"1995-07-14",9,2,3,1,0,518,
"FI",1995,"1995-07-14",9,2,4,2,0,2200,
"FI",1995,"1995-07-14",9,2.5,1,0,0,0,
"FI",1995,"1995-07-14",9,2.5,2,1,0,180,
"FI",1995,"1995-07-14",9,2.5,3,1,0,80,
"FI",1995,"1995-07-14",9,2.5,4,1,0,13,
"FI",1995,"1995-07-14",9,3,1,1,0,880,
"FI",1995,"1995-07-14",9,3,2,1,0,960,
"FI",1995,"1995-07-14",9,3,3,1,0,980,
"FI",1995,"1995-07-14",9,3,4,1,0,1035,
"FI",1995,"1995-07-14",9,3.5,1,1,0,55,
"FI",1995,"1995-07-14",9,3.5,2,1,0,250,
"FI",1995,"1995-07-14",9,3.5,3,1,0,148,
"FI",1995,"1995-07-14",9,3.5,4,1,0,1550,
"FI",1995,"1995-07-14",10,1,1,1,0,150,
"FI",1995,"1995-07-14",10,1,2,1,0,200,
"FI",1995,"1995-07-14",10,1,3,1,0,130,
"FI",1995,"1995-07-14",10,1,4,0,0,0,
"FI",1995,"1995-07-06",11,2.5,3,1,0,1150,
"FI",1995,"1995-07-06",11,2.5,4,1,0,1900,
"FI",1995,"1995-07-06",11,3,1,1,0,1150,
"FI",1995,"1995-07-06",11,3,2,1,0,950,
"FI",1995,"1995-07-06",11,3,3,1,0,980,
"FI",1995,"1995-07-06",11,3,4,2,0,1080,
"FI",1995,"1995-07-06",11,3.5,1,1,0,2100,
"FI",1995,"1995-07-06",11,3.5,2,1,0,570,
"FI",1995,"1995-07-06",11,3.5,3,1,0,700,
"FI",1995,"1995-07-06",11,3.5,4,1,0,1150,
"FI",1995,"1995-07-06",11,4,1,1,0,2000,
"FI",1995,"1995-07-06",11,4,2,1,0,1125,
"FI",1995,"1995-07-06",11,4,3,1,0,1380,
"FI",1995,"1995-07-06",11,4,4,2,0,1250,
"FI",1995,"1995-07-06",11,4.5,1,1,0,1300,
"FI",1995,"1995-07-06",11,4.5,2,2,0,1200,
"FI",1995,"1995-07-06",11,4.5,3,1,0,1300,
"FI",1995,"1995-07-06",11,4.5,4,2,0,1150,
"FI",1995,"1995-07-06",11,1,1,1,0,145,
"FI",1995,"1995-07-06",11,1,2,1,0,600,
"FI",1995,"1995-07-06",11,1,3,1,0,220,
"FI",1995,"1995-07-06",11,1,4,1,0,180,
"FI",1995,"1995-07-06",11,1.5,1,1,0,520,
"FI",1995,"1995-07-06",11,1.5,2,1,0,870,
"FI",1995,"1995-07-06",11,1.5,3,1,0,730,
"FI",1995,"1995-07-06",11,1.5,4,1,0,170,
"FI",1995,"1995-07-06",11,2,1,1,0,1000,
"FI",1995,"1995-07-06",11,2,2,1,0,190,
"FI",1995,"1995-07-06",11,2,3,1,0,850,
"FI",1995,"1995-07-06",11,2,4,1,0,295,
"FI",1995,"1995-07-06",11,2.5,1,1,0,1750,
"FI",1995,"1995-07-06",11,2.5,2,1,0,890,
"FI",1995,"1995-07-11",12,1,1,1,0,20,
"FI",1995,"1995-07-11",12,1,2,1,0,203,
"FI",1995,"1995-07-11",12,1,3,1,0,181,
"FI",1995,"1995-07-11",12,1,4,1,0,35,
"FI",1995,"1995-07-11",12,1.5,1,1,0,73,
"FI",1995,"1995-07-11",12,1.5,2,1,0,421,
"FI",1995,"1995-07-11",12,1.5,3,1,0,170,
"FI",1995,"1995-07-11",12,1.5,4,1,0,525,
"FI",1995,"1995-07-11",12,2,1,2,0,705,
"FI",1995,"1995-07-11",12,2,2,2,0,920,
"FI",1995,"1995-07-11",12,2,3,1,0,341,
"FI",1995,"1995-07-11",12,2,4,1,0,675,
"FI",1995,"1995-07-11",12,2.5,1,1,0,240,
"FI",1995,"1995-07-11",12,2.5,2,2,0,752,
"FI",1995,"1995-07-11",12,2.5,3,2,0,1006,
"FI",1995,"1995-07-11",12,2.5,4,2,0,902,
"FI",1995,"1995-07-11",12,3,1,2,0,891,
"FI",1995,"1995-07-11",12,3,2,3,0,1823,
"FI",1995,"1995-07-11",12,3,3,3,0,1680,
"FI",1995,"1995-07-11",12,3,4,2,0,930,
"FI",1995,"1995-07-11",12,3.5,1,1,0,875,
"FI",1995,"1995-07-11",12,3.5,2,1,0,2020,
"FI",1995,"1995-07-11",12,3.5,3,1,0,833,
"FI",1995,"1995-07-11",12,3.5,4,1,0,868,
"FI",1996,"1996-07-08",1,1,1,1,10,60,
"FI",1996,"1996-07-08",1,1,2,1,6,66,
"FI",1996,"1996-07-08",1,1,3,1,2,22,
"FI",1996,"1996-07-08",1,1,4,1,2,5,
"FI",1996,"1996-07-08",1,1.5,1,1,10,140,
"FI",1996,"1996-07-08",1,1.5,2,1,35,200,
"FI",1996,"1996-07-08",1,1.5,3,1,2,22,
"FI",1996,"1996-07-08",1,1.5,4,1,2,60,
"FI",1996,"1996-07-08",1,2,1,1,20,200,
"FI",1996,"1996-07-08",1,2,2,1,2,5,
"FI",1996,"1996-07-08",1,2,3,1,2,40,
"FI",1996,"1996-07-08",1,2,4,1,2,40,
"FI",1996,"1996-07-08",1,2.5,1,1,2,3,
"FI",1996,"1996-07-08",1,2.5,2,1,0,2,
"FI",1996,"1996-07-08",1,2.5,3,1,2,48,
"FI",1996,"1996-07-08",1,2.5,4,1,2,2,
"FI",1996,"1996-07-08",1,3,1,1,2,130,
"FI",1996,"1996-07-08",1,3,2,1,0,145,
"FI",1996,"1996-07-08",1,3,3,1,0,9,
"FI",1996,"1996-07-08",1,3,4,1,0,35,
"FI",1996,"1996-07-08",1,3.5,1,1,100,540,
"FI",1996,"1996-07-08",1,3.5,2,1,50,1050,
"FI",1996,"1996-07-08",1,3.5,3,1,15,290,
"FI",1996,"1996-07-08",1,3.5,4,1,200,900,
"FI",1996,"1996-07-08",1,4,1,0,0,0,
"FI",1996,"1996-07-08",1,4,2,0,0,0,
"FI",1996,"1996-07-08",1,4,3,0,0,0,
"FI",1996,"1996-07-08",1,4,4,0,0,0,
"FI",1996,"1996-07-08",2,1,1,1,3,240,
"FI",1996,"1996-07-08",2,1,2,1,3,290,
"FI",1996,"1996-07-08",2,1,3,1,10,180,
"FI",1996,"1996-07-08",2,1,4,1,8,70,
"FI",1996,"1996-07-08",2,1.5,1,1,5,100,
"FI",1996,"1996-07-08",2,1.5,2,1,2,40,
"FI",1996,"1996-07-08",2,1.5,3,2,10,2100,
"FI",1996,"1996-07-08",2,1.5,4,1,5,145,
"FI",1996,"1996-07-08",2,2,1,1,10,210,
"FI",1996,"1996-07-08",2,2,2,1,10,170,
"FI",1996,"1996-07-08",2,2,3,1,8,125,
"FI",1996,"1996-07-08",2,2,4,1,25,245,
"FI",1996,"1996-07-08",2,2.5,1,1,7,68,
"FI",1996,"1996-07-08",2,2.5,2,1,30,400,
"FI",1996,"1996-07-08",2,2.5,3,1,25,350,
"FI",1996,"1996-07-08",2,2.5,4,1,30,400,
"FI",1996,"1996-07-08",2,3,1,1,10,90,
"FI",1996,"1996-07-08",2,3,2,1,25,230,
"FI",1996,"1996-07-08",2,3,3,1,40,410,
"FI",1996,"1996-07-08",2,3,4,1,15,305,
"FI",1996,"1996-07-08",2,3.5,1,1,5,70,
"FI",1996,"1996-07-08",2,3.5,2,1,20,450,
"FI",1996,"1996-07-08",2,3.5,3,1,15,305,
"FI",1996,"1996-07-08",2,3.5,4,1,35,700,
"FI",1996,"1996-07-08",2,4,1,1,2,4,
"FI",1996,"1996-07-08",2,4,2,1,2,4,
"FI",1996,"1996-07-08",2,4,3,1,2,200,
"FI",1996,"1996-07-08",2,4,4,1,0,10,
"FI",1996,"1996-07-08",2,4.5,1,0,0,0,
"FI",1996,"1996-07-08",2,4.5,2,0,0,0,
"FI",1996,"1996-07-08",2,4.5,3,0,0,0,
"FI",1996,"1996-07-08",2,4.5,4,1,0,4,
"FI",1996,"1996-07-09",3,1,1,1,40,390,
"FI",1996,"1996-07-09",3,1,2,1,5,75,
"FI",1996,"1996-07-09",3,1,3,1,30,300,
"FI",1996,"1996-07-09",3,1,4,1,15,80,
"FI",1996,"1996-07-09",3,1.5,1,1,35,315,
"FI",1996,"1996-07-09",3,1.5,2,1,30,270,
"FI",1996,"1996-07-09",3,1.5,3,1,30,270,
"FI",1996,"1996-07-09",3,1.5,4,1,30,280,
"FI",1996,"1996-07-09",3,2,1,1,40,350,
"FI",1996,"1996-07-09",3,2,2,1,25,250,
"FI",1996,"1996-07-09",3,2,3,1,5,45,
"FI",1996,"1996-07-09",3,2,4,1,20,190,
"FI",1996,"1996-07-09",3,2.5,1,1,10,160,
"FI",1996,"1996-07-09",3,2.5,2,1,10,240,
"FI",1996,"1996-07-09",3,2.5,3,1,20,230,
"FI",1996,"1996-07-09",3,2.5,4,1,20,240,
"FI",1996,"1996-07-09",3,3,1,1,3,70,
"FI",1996,"1996-07-09",3,3,2,1,2,25,
"FI",1996,"1996-07-09",3,3,3,1,20,340,
"FI",1996,"1996-07-09",3,3,4,1,2,20,
"FI",1996,"1996-07-09",3,3.5,1,1,30,700,
"FI",1996,"1996-07-09",3,3.5,2,1,20,360,
"FI",1996,"1996-07-09",3,3.5,3,1,5,100,
"FI",1996,"1996-07-09",3,3.5,4,1,0,510,
"FI",1996,"1996-07-09",3,4,1,1,2,140,
"FI",1996,"1996-07-09",3,4,2,1,5,180,
"FI",1996,"1996-07-09",3,4,3,1,2,90,
"FI",1996,"1996-07-09",3,4,4,1,8,300,
"FI",1996,"1996-07-10",4,1,1,1,12,45,
"FI",1996,"1996-07-10",4,1,2,1,10,95,
"FI",1996,"1996-07-10",4,1,3,1,5,80,
"FI",1996,"1996-07-10",4,1,4,1,50,40,
"FI",1996,"1996-07-10",4,1.5,1,1,15,140,
"FI",1996,"1996-07-10",4,1.5,2,1,15,500,
"FI",1996,"1996-07-10",4,1.5,3,1,10,270,
"FI",1996,"1996-07-10",4,1.5,4,1,8,430,
"FI",1996,"1996-07-10",4,2,1,1,2,990,
"FI",1996,"1996-07-10",4,2,2,1,10,850,
"FI",1996,"1996-07-10",4,2,3,1,0,900,
"FI",1996,"1996-07-10",4,2,4,1,2,1000,
"FI",1996,"1996-07-10",4,2.5,1,1,0,1100,
"FI",1996,"1996-07-10",4,2.5,2,1,0,460,
"FI",1996,"1996-07-10",4,2.5,3,1,0,840,
"FI",1996,"1996-07-10",4,2.5,4,1,0,1170,
"FI",1996,"1996-07-10",4,3,1,1,2,460,
"FI",1996,"1996-07-10",4,3,2,1,2,530,
"FI",1996,"1996-07-10",4,3,3,1,3,320,
"FI",1996,"1996-07-10",4,3,4,1,2,90,
"FI",1996,"1996-07-10",4,3.5,1,1,25,500,
"FI",1996,"1996-07-10",4,3.5,2,1,15,325,
"FI",1996,"1996-07-10",4,3.5,3,1,5,310,
"FI",1996,"1996-07-10",4,3.5,4,1,10,450,
"FI",1996,"1996-07-10",4,4,1,1,0,690,
"FI",1996,"1996-07-10",4,4,2,1,0,45,
"FI",1996,"1996-07-10",4,4,3,1,0,160,
"FI",1996,"1996-07-10",4,4,4,1,0,70,
"FI",1996,"1996-07-10",4,4.5,1,1,0,5,
"FI",1996,"1996-07-10",4,4.5,2,0,0,0,
"FI",1996,"1996-07-10",4,4.5,3,0,0,0,
"FI",1996,"1996-07-10",4,4.5,4,0,0,0,
"FI",1996,"1996-07-10",5,1,1,1,2,117,
"FI",1996,"1996-07-10",5,1,2,1,1,149,
"FI",1996,"1996-07-10",5,1,3,1,0,120,
"FI",1996,"1996-07-10",5,1,4,1,0,35,
"FI",1996,"1996-07-10",5,1.5,1,1,28,250,
"FI",1996,"1996-07-10",5,1.5,2,1,20,180,
"FI",1996,"1996-07-10",5,1.5,3,1,15,205,
"FI",1996,"1996-07-10",5,1.5,4,1,9,330,
"FI",1996,"1996-07-10",5,2,1,1,1,49,
"FI",1996,"1996-07-10",5,2,2,1,2,255,
"FI",1996,"1996-07-10",5,2,3,1,2,187,
"FI",1996,"1996-07-10",5,2,4,1,4,265,
"FI",1996,"1996-07-10",5,2.5,1,1,4,265,
"FI",1996,"1996-07-10",5,2.5,2,1,2,250,
"FI",1996,"1996-07-10",5,2.5,3,1,2,300,
"FI",1996,"1996-07-10",5,2.5,4,1,2,110,
"FI",1996,"1996-07-10",5,3,1,1,60,540,
"FI",1996,"1996-07-10",5,3,2,1,50,550,
"FI",1996,"1996-07-10",5,3,3,1,30,470,
"FI",1996,"1996-07-10",5,3,4,1,10,300,
"FI",1996,"1996-07-10",5,3.5,1,1,3,680,
"FI",1996,"1996-07-10",5,3.5,2,1,10,660,
"FI",1996,"1996-07-10",5,3.5,3,1,2,150,
"FI",1996,"1996-07-10",5,3.5,4,1,5,695,
"FI",1996,"1996-07-10",5,4,1,1,5,595,
