DBCODE,ENTITY,YEAR,PLOT,REPLICATE,SURVEY_DATETIME,START_TIME,ROUTE,OBSERVER,SKY,WIND,PHENO_VEG,PHENO_REP,RHMA_FLWR,STREAM,SNOW,SMREC,COMMENTS
SA024,1,2009,PA010,3,2009-06-09 06:24:00,0624,6,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA010,4,2009-06-17 06:18:00,0618,6,SJK,1,0,62,99,99,0,0,99,""
SA024,1,2009,PA010,5,2009-06-25 08:10:00,0810,6,ASH,3,1,50,99,99,0,0,99,""
SA024,1,2009,PA010,6,2009-07-12 08:30:00,0830,,IEK,2,0,64,99,99,0,0,99,""
SA024,1,2009,PA011,1,2009-05-18 10:18:00,1018,6,RWR,0,0,58,99,99,99,99,99,""
SA024,1,2009,PA011,2,2009-05-24 08:43:00,0843,6,RWR,0,0,62,99,99,2,0,99,""
SA024,1,2009,PA011,3,2009-06-09 06:44:00,0644,6,ASH,1,1,62,99,99,1,0,99,""
SA024,1,2009,PA011,4,2009-06-17 05:56:00,0556,6,SJK,2,0,62,99,99,0,0,99,""
SA024,1,2009,PA011,5,2009-06-25 07:52:00,0752,6,ASH,3,1,62,99,99,0,0,99,""
SA024,1,2009,PA011,6,2009-07-12 08:54:00,0854,,IEK,2,0,64,99,99,0,0,99,""
SA024,1,2009,PA012,1,2009-05-18 09:22:00,0922,6,RWR,0,0,57,99,99,99,99,99,""
SA024,1,2009,PA012,2,2009-05-24 08:23:00,0823,6,RWR,0,1,59,99,99,0,2,99,""
SA024,1,2009,PA012,3,2009-06-09 07:06:00,0706,6,ASH,1,1,62,99,99,1,0,99,""
SA024,1,2009,PA012,4,2009-06-17 05:30:00,0530,6,SJK,1,0,62,99,99,0,0,99,""
SA024,1,2009,PA012,5,2009-06-25 07:34:00,0734,6,ASH,3,1,62,99,99,0,0,99,""
SA024,1,2009,PA012,6,2009-07-12 09:24:00,0924,6,IEK,2,1,62,99,99,0,0,99,""
SA024,1,2009,PA013,1,2009-05-18 08:30:00,0830,7,RWR,0,0,57,99,99,99,99,99,""
SA024,1,2009,PA013,2,2009-05-24 07:43:00,0743,7,IEK,1,0,57,99,99,4,0,99,""
SA024,1,2009,PA013,3,2009-06-08 05:41:00,0541,7,RWR,3,0,61,99,99,4,0,99,""
SA024,1,2009,PA013,4,2009-06-16 09:56:00,0956,7,ASH,1,1,50,99,99,3,0,99,""
SA024,1,2009,PA013,5,2009-06-25 05:55:00,0555,7,SJK,2,1,99,99,99,2,0,99,""
SA024,1,2009,PA013,6,2009-07-12 08:51:00,0851,7,SJK,3,2,62,99,99,2,0,99,""
SA024,1,2009,PA016,1,2009-05-14 05:38:00,0538,6,IEK,4,0,50,99,99,99,99,99,"creek noise very loud"
SA024,1,2009,PA016,2,2009-05-22 08:53:00,0853,6,ASH,1,1,58,99,99,0,0,99,""
SA024,1,2009,PA016,3,2009-06-09 09:03:00,0903,6,ASH,1,1,62,99,99,1,0,99,""
SA024,1,2009,PA016,4,2009-06-17 07:39:00,0739,6,SJK,2,1,62,99,99,0,0,99,""
SA024,1,2009,PA016,5,2009-06-25 09:04:00,0904,6,ASH,2,1,62,99,99,1,0,99,""
SA024,1,2009,PA016,6,2009-07-12 07:14:00,0714,,IEK,3,0,64,99,99,1,0,99,""
SA024,1,2009,PA017,1,2009-05-14 09:35:00,0935,6,IEK,4,3,57,99,99,99,99,99,""
SA024,1,2009,PA017,2,2009-05-22 09:12:00,0912,6,ASH,1,1,59,99,99,0,0,99,""
SA024,1,2009,PA017,3,2009-06-09 08:43:00,0843,6,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA017,4,2009-06-17 08:04:00,0804,6,SJK,2,1,62,99,99,0,0,99,""
SA024,1,2009,PA017,5,2009-06-25 09:24:00,0924,6,ASH,2,1,62,99,99,0,0,99,""
SA024,1,2009,PA017,6,2009-07-12 06:50:00,0650,1,IEK,0,3,64,99,99,0,0,99,""
SA024,1,2009,PA018,1,2009-05-19 08:21:00,0821,6,RWR,3,0,58,99,99,99,99,99,""
SA024,1,2009,PA018,2,2009-05-22 09:28:00,0928,6,ASH,1,1,58,99,99,2,0,99,""
SA024,1,2009,PA018,3,2009-06-09 08:25:00,0825,6,ASH,1,1,62,99,99,1,0,99,""
SA024,1,2009,PA018,4,2009-06-17 08:25:00,0825,6,SJK,2,0,62,99,99,2,0,99,""
SA024,1,2009,PA018,5,2009-06-25 09:42:00,0942,6,ASH,2,1,62,99,99,1,0,99,""
SA024,1,2009,PA018,6,2009-07-12 06:28:00,0628,,IEK,3,0,64,99,99,1,0,99,""
SA024,1,2009,PA019,1,2009-05-19 08:36:00,0836,6,RWR,2,0,58,99,99,3,99,99,""
SA024,1,2009,PA019,2,2009-05-22 09:45:00,0945,6,ASH,1,1,58,99,99,3,0,99,""
SA024,1,2009,PA019,3,2009-06-09 08:06:00,0806,6,ASH,1,1,63,99,99,1,0,99,""
SA024,1,2009,PA019,4,2009-06-17 08:49:00,0849,6,SJK,2,0,62,99,99,2,0,99,""
SA024,1,2009,PA019,5,2009-06-25 10:02:00,1002,6,ASH,2,1,62,99,99,1,0,99,""
SA024,1,2009,PA019,6,2009-07-12 05:53:00,0553,,IEK,4,0,64,99,99,0,0,99,""
SA024,1,2009,PA020,1,2009-05-18 07:43:00,0743,7,RWR,0,0,56,99,99,99,99,99,""
SA024,1,2009,PA020,2,2009-05-24 06:59:00,0659,7,IEK,0,1,56,99,99,2,0,99,""
SA024,1,2009,PA020,3,2009-06-08 06:16:00,0616,7,RWR,3,1,62,99,99,0,0,99,""
SA024,1,2009,PA020,4,2009-06-16 09:02:00,0902,7,ASH,1,1,50,99,99,0,0,99,""
SA024,1,2009,PA020,5,2009-06-25 07:03:00,0703,7,SJK,3,2,62,99,99,0,0,99,""
SA024,1,2009,PA020,6,2009-07-12 09:52:00,0952,7,SJK,3,2,62,99,99,0,0,99,""
SA024,1,2009,PA021,1,2009-05-18 06:12:00,0612,7,RWR,0,0,55,99,99,99,99,99,""
SA024,1,2009,PA021,2,2009-05-24 06:34:00,0634,,IEK,0,1,56,99,99,2,1,99,""
SA024,1,2009,PA021,3,2009-06-08 06:42:00,0642,7,RWR,3,0,61,99,99,0,0,99,""
SA024,1,2009,PA021,4,2009-06-16 08:45:00,0845,7,ASH,1,1,61,99,99,0,0,99,""
SA024,1,2009,PA021,5,2009-06-25 07:39:00,0739,7,SJK,3,0,64,99,99,0,0,99,"seeds on VIMA"
SA024,1,2009,PA021,6,2009-07-12 10:18:00,1018,7,SJK,3,1,64,99,99,0,0,99,""
SA024,1,2009,PA023,1,2009-05-18 07:04:00,0704,7,RWR,0,0,54,99,99,99,99,99,""
SA024,1,2009,PA023,2,2009-05-24 05:41:00,0541,7,IEK,2,0,54,99,99,2,0,99,""
SA024,1,2009,PA023,3,2009-06-08 07:24:00,0724,7,RWR,3,1,61,99,99,1,0,99,""
SA024,1,2009,PA023,4,2009-06-16 08:01:00,0801,7,ASH,1,1,61,99,99,0,0,99,""
SA024,1,2009,PA023,5,2009-06-25 08:58:00,0858,7,SJK,2,1,99,99,99,0,0,99,"PSFL called just after PC, RUHU buzzed me just after PC"
SA024,1,2009,PA023,6,2009-07-13 08:25:00,0825,7,MGB,3,0,62,99,99,0,0,99,"HAWO at point before count"
SA024,1,2009,PA027,1,2009-05-14 05:51:00,0551,8,RWR,4,0,57,99,99,99,99,99,""
SA024,1,2009,PA027,2,2009-05-25 08:14:00,0814,8,IEK,0,0,59,99,99,2,0,99,""
SA024,1,2009,PA027,3,2009-06-08 10:11:00,1011,8,RWR,0,0,62,99,99,1,0,99,""
SA024,1,2009,PA027,4,2009-06-16 05:23:00,0523,8,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA027,5,2009-06-26 08:00:00,0800,,RWR,2,0,62,99,99,1,0,99,""
SA024,1,2009,PA027,6,2009-07-13 05:32:00,0532,8,MGB,3,0,50,99,99,0,0,99,""
SA024,1,2009,PA028,1,2009-05-14 06:34:00,0634,8,RWR,4,0,57,99,99,99,99,99,""
SA024,1,2009,PA028,2,2009-05-25 07:44:00,0744,8,IEK,0,0,59,99,99,1,0,99,""
SA024,1,2009,PA028,3,2009-06-08 09:48:00,0948,8,RWR,1,0,62,99,99,0,0,99,""
SA024,1,2009,PA028,4,2009-06-16 05:46:00,0546,8,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA028,5,2009-06-26 08:19:00,0819,,RWR,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA028,6,2009-07-13 06:00:00,0600,8,MGB,3,0,62,99,99,0,0,99,""
SA024,1,2009,PA029,1,2009-05-14 07:05:00,0705,8,RWR,4,0,54,99,99,99,99,99,""
SA024,1,2009,PA029,2,2009-05-25 07:12:00,0712,8,IEK,0,0,58,99,99,3,0,99,""
SA024,1,2009,PA029,3,2009-06-08 09:26:00,0926,8,RWR,1,0,62,99,99,1,0,99,""
SA024,1,2009,PA029,4,2009-06-16 06:07:00,0607,8,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA029,5,2009-06-26 08:46:00,0846,,RWR,0,0,62,99,99,0,0,99,""
SA024,1,2009,PA029,6,2009-07-13 06:24:00,0624,8,MGB,4,0,62,99,99,0,0,99,""
SA024,1,2009,PA031,1,2009-05-14 08:22:00,0822,,RWR,4,2,53,99,99,99,99,99,""
SA024,1,2009,PA031,2,2009-05-25 05:55:00,0555,8,IEK,0,1,56,99,99,3,0,99,""
SA024,1,2009,PA031,3,2009-06-08 08:27:00,0827,8,RWR,1,0,62,99,99,4,0,99,""
SA024,1,2009,PA031,4,2009-06-16 07:05:00,0705,8,ASH,1,1,62,99,99,3,0,99,""
SA024,1,2009,PA031,5,2009-06-25 10:04:00,1004,8,SJK,1,3,62,99,99,2,0,99,""
SA024,1,2009,PA031,6,2009-07-13 07:24:00,0724,8,MGB,3,0,62,99,99,1,0,99,""
SA024,1,2009,PA032,1,2009-05-14 08:53:00,0853,8,RWR,4,2,51,99,99,99,99,99,""
SA024,1,2009,PA032,2,2009-05-25 05:30:00,0530,8,IEK,0,0,50,99,99,2,2,99,""
SA024,1,2009,PA032,3,2009-06-08 08:08:00,0808,8,RWR,1,1,61,99,99,1,0,99,""
SA024,1,2009,PA032,4,2009-06-16 07:28:00,0728,8,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA032,5,2009-06-25 09:44:00,0944,8,SJK,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA032,6,2009-07-13 07:51:00,0751,8,MGB,3,0,62,99,99,0,0,99,""
SA024,1,2009,PA036,1,2009-05-17 06:50:00,0650,,IEK,0,0,58,99,99,99,99,99,""
SA024,1,2009,PA036,2,2009-05-22 07:25:00,0725,9,ASH,1,1,58,99,99,0,0,99,""
SA024,1,2009,PA036,3,2009-06-05 07:00:00,0700,9,RWR,3,0,59,99,99,1,0,99,""
SA024,1,2009,PA036,4,2009-06-16 08:57:00,0857,9,IEK,2,0,62,99,99,1,0,99,""
SA024,1,2009,PA036,5,2009-06-24 07:05:00,0705,9,SJK,0,0,62,99,99,0,0,99,""
SA024,1,2009,PA036,6,2009-07-14 08:59:00,0859,9,IEK,0,0,64,99,99,0,0,99,""
SA024,1,2009,PA037,1,2009-05-17 07:23:00,0723,9,IEK,0,0,50,99,99,99,99,99,""
SA024,1,2009,PA037,2,2009-05-22 06:37:00,0637,9,ASH,1,1,99,99,99,2,0,99,""
SA024,1,2009,PA037,3,2009-06-05 08:06:00,0806,9,RWR,3,0,60,99,99,1,0,99,""
SA024,1,2009,PA037,4,2009-06-16 08:23:00,0823,9,IEK,1,0,50,99,99,1,0,99,""
SA024,1,2009,PA037,5,2009-06-24 07:42:00,0742,9,SJK,0,0,99,99,99,0,0,99,"HAFL sang right after PC"
SA024,1,2009,PA037,6,2009-07-14 08:29:00,0829,9,IEK,0,0,64,99,99,0,0,99,"HETH & SWTH singing simultaneously"
SA024,1,2009,PA038,1,2009-05-17 08:02:00,0802,9,IEK,0,0,58,99,99,4,99,99,"load stream disturbance"
SA024,1,2009,PA038,2,2009-05-22 06:59:00,0659,9,ASH,1,1,58,99,99,3,0,99,""
SA024,1,2009,PA038,3,2009-06-05 07:30:00,0730,9,RWR,4,0,61,99,99,3,0,99,""
SA024,1,2009,PA038,4,2009-06-16 07:48:00,0748,9,IEK,1,0,62,99,99,4,0,99,""
SA024,1,2009,PA038,5,2009-06-24 08:15:00,0815,9,SJK,0,0,62,99,99,3,0,99,""
SA024,1,2009,PA038,6,2009-07-14 07:48:00,0748,9,IEK,0,0,64,99,99,2,0,99,""
SA024,1,2009,PA039,1,2009-05-19 06:32:00,0632,10,RWR,4,0,57,99,99,99,99,99,""
SA024,1,2009,PA039,2,2009-05-22 05:55:00,0555,10,SJK,1,1,56,99,99,1,0,99,""
SA024,1,2009,PA039,3,2009-06-08 10:19:00,1019,10,IEK,1,2,62,99,99,2,0,99,""
SA024,1,2009,PA039,4,2009-06-16 05:30:00,0530,10,MGB,0,0,62,99,99,0,0,99,""
SA024,1,2009,PA039,5,2009-06-24 09:04:00,0904,10,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA039,6,2009-07-13 06:00:00,0600,10,IEK,4,1,64,99,99,0,0,99,""
SA024,1,2009,PA040,1,2009-05-14 09:58:00,0958,10,RWR,4,0,53,99,99,99,99,99,""
SA024,1,2009,PA040,2,2009-05-22 06:32:00,0632,10,SJK,0,1,57,99,99,0,0,99,""
SA024,1,2009,PA040,3,2009-06-08 09:43:00,0943,10,IEK,1,1,62,99,99,2,0,99,"COHA territorial calls apprx 75 m from Pt 40"
SA024,1,2009,PA040,4,2009-06-16 06:01:00,0601,10,MGB,0,0,62,99,99,1,0,99,""
SA024,1,2009,PA040,5,2009-06-24 08:39:00,0839,10,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA040,6,2009-07-13 06:44:00,0644,10,IEK,4,0,62,99,99,0,0,99,""
SA024,1,2009,PA041,1,2009-05-14 09:40:00,0940,10,RWR,2,2,50,99,99,99,1,99,""
SA024,1,2009,PA041,2,2009-05-22 07:00:00,0700,10,SJK,0,1,54,99,99,3,2,99,""
SA024,1,2009,PA041,3,2009-06-08 09:19:00,0919,10,IEK,1,2,59,99,99,3,0,99,"UNKN period 2 = unkn finch"
SA024,1,2009,PA041,4,2009-06-16 06:28:00,0628,10,MGB,1,0,62,99,99,3,0,99,""
SA024,1,2009,PA041,5,2009-06-24 08:21:00,0821,10,ASH,1,1,62,99,99,1,0,99,""
SA024,1,2009,PA041,6,2009-07-13 07:09:00,0709,10,IEK,4,0,62,99,99,2,0,99,"No birds only DOSQ"
SA024,1,2009,PA042,1,2009-05-14 09:18:00,0918,,RWR,4,2,63,99,99,99,99,99,""
SA024,1,2009,PA042,2,2009-05-22 07:29:00,0729,10,SJK,0,0,55,99,99,0,99,99,""
SA024,1,2009,PA042,3,2009-06-09 06:19:00,0619,10,IEK,0,0,59,99,99,1,0,99,""
SA024,1,2009,PA042,4,2009-06-16 07:00:00,0700,10,MGB,1,0,58,99,99,0,0,99,""
SA024,1,2009,PA042,5,2009-06-24 08:00:00,0800,10,ASH,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA042,6,2009-07-13 07:40:00,0740,10,IEK,4,2,62,99,99,0,0,99,""
SA024,1,2009,PA044,1,2009-05-17 10:01:00,1001,15,SJK,0,0,57,99,99,99,99,99,""
SA024,1,2009,PA044,2,2009-05-23 05:30:00,0530,15,ASH,2,1,58,99,99,0,0,99,""
SA024,1,2009,PA044,3,2009-06-04 10:19:00,1019,15,RWR,2,0,59,99,99,4,0,99,""
SA024,1,2009,PA044,4,2009-06-17 08:59:00,0859,15,ASH,3,1,62,99,99,2,0,99,""
SA024,1,2009,PA044,5,2009-06-23 05:36:00,0536,15,RWR,0,0,62,99,99,4,0,99,""
SA024,1,2009,PA044,6,2009-07-11 09:14:00,0914,15,SJK,1,1,62,99,99,2,0,99,"No birds in any period."
SA024,1,2009,PA045,1,2009-05-17 09:49:00,0949,9,IEK,0,0,58,99,99,4,99,99,"Stream noise very loud this plot"
SA024,1,2009,PA045,2,2009-05-22 05:57:00,0557,9,ASH,1,1,59,99,99,2,0,99,""
SA024,1,2009,PA045,3,2009-06-05 10:02:00,1002,9,RWR,3,0,58,99,99,3,0,99,""
SA024,1,2009,PA045,4,2009-06-16 05:30:00,0530,9,IEK,1,0,62,99,99,4,0,99,""
SA024,1,2009,PA045,5,2009-06-24 09:47:00,0947,9,ASH,1,1,62,99,99,1,0,99,""
SA024,1,2009,PA045,6,2009-07-14 05:39:00,0539,9,IEK,0,0,64,99,99,3,0,99,""
SA024,1,2009,PA048,1,2009-05-17 08:54:00,0854,,IEK,0,0,57,99,99,99,99,99,""
SA024,1,2009,PA048,2,2009-05-22 10:30:00,1030,9,ASH,1,1,57,99,99,0,0,99,""
SA024,1,2009,PA048,3,2009-06-05 09:00:00,0900,9,RWR,3,0,59,99,99,1,0,99,""
SA024,1,2009,PA048,4,2009-06-16 06:46:00,0646,9,IEK,1,0,62,99,99,2,0,99,""
SA024,1,2009,PA048,5,2009-06-24 09:12:00,0912,9,SJK,0,2,62,99,99,0,0,99,""
SA024,1,2009,PA048,6,2009-07-14 07:06:00,0706,9,IEK,0,0,64,99,99,1,0,99,""
SA024,1,2009,PA051,1,2009-05-17 07:55:00,0755,10,RWR,0,0,54,99,99,99,99,99,""
SA024,1,2009,PA051,2,2009-05-22 08:40:00,0840,10,SJK,0,1,55,99,99,2,99,99,""
SA024,1,2009,PA051,3,2009-06-09 07:27:00,0727,10,IEK,0,0,61,99,99,4,0,99,""
SA024,1,2009,PA051,4,2009-06-16 08:13:00,0813,10,MGB,1,0,59,99,99,3,0,99,""
SA024,1,2009,PA051,5,2009-06-24 07:13:00,0713,10,ASH,1,1,62,99,99,3,0,99,""
SA024,1,2009,PA051,6,2009-07-13 08:49:00,0849,10,IEK,4,0,62,99,99,3,0,99,""
SA024,1,2009,PA053,1,2009-05-16 06:39:00,0639,13,RWR,0,0,57,99,99,99,99,99,""
SA024,1,2009,PA053,2,2009-05-25 08:51:00,0851,13,ASH,0,1,50,99,99,1,0,99,""
SA024,1,2009,PA053,3,2009-06-06 09:52:00,0952,13,RWR,2,2,59,99,99,2,0,99,""
SA024,1,2009,PA053,4,2009-06-15 05:30:00,0530,13,IEK,2,0,62,99,99,2,0,99,""
SA024,1,2009,PA053,5,2009-06-26 10:03:00,1003,13,SJK,1,1,62,99,99,1,0,99,"2 SWTH seen on the abandoned road to point - possible netting spot?"
SA024,1,2009,PA053,6,2009-07-11 05:42:00,0542,13,ASH,2,1,64,99,99,0,0,99,""
SA024,1,2009,PA054,1,2009-05-16 05:55:00,0555,13,RWR,0,0,57,99,99,99,99,99,""
SA024,1,2009,PA054,2,2009-05-25 08:22:00,0822,13,ASH,0,1,58,99,99,3,0,99,""
SA024,1,2009,PA054,3,2009-06-06 09:30:00,0930,13,RWR,3,1,59,99,99,3,0,99,""
SA024,1,2009,PA054,4,2009-06-15 05:58:00,0558,13,IEK,2,0,62,99,99,2,0,99,""
SA024,1,2009,PA054,5,2009-06-26 09:35:00,0935,13,SJK,1,0,62,99,99,1,0,99,""
SA024,1,2009,PA054,6,2009-07-11 05:58:00,0558,13,ASH,2,1,64,99,99,0,0,99,""
SA024,1,2009,PA059,1,2009-05-17 06:20:00,0620,10,RWR,0,1,52,99,99,99,99,99,""
SA024,1,2009,PA059,2,2009-05-22 09:18:00,0918,10,SJK,0,1,56,99,99,3,1,99,"nothing in period 1"
SA024,1,2009,PA059,3,2009-06-08 07:42:00,0742,10,IEK,2,0,61,99,99,3,0,99,""
SA024,1,2009,PA059,4,2009-06-16 09:37:00,0937,10,MGB,1,0,58,99,99,2,0,99,""
SA024,1,2009,PA059,5,2009-06-24 05:42:00,0542,10,ASH,2,1,62,99,99,2,0,99,""
SA024,1,2009,PA059,6,2009-07-13 10:05:00,1005,10,IEK,3,0,64,99,99,0,0,99,""
SA024,1,2009,PA062,1,2009-05-16 09:34:00,0934,13,RWR,0,0,54,99,99,99,99,99,""
SA024,1,2009,PA062,2,2009-05-25 05:48:00,0548,13,ASH,0,1,59,99,99,0,0,99,""
SA024,1,2009,PA062,3,2009-06-06 06:14:00,0614,13,RWR,4,0,62,99,99,0,0,99,""
SA024,1,2009,PA062,4,2009-06-15 10:18:00,1018,13,IEK,1,2,61,99,99,0,0,99,""
SA024,1,2009,PA062,5,2009-06-26 06:14:00,0614,13,SJK,3,0,64,99,99,0,0,99,"saw female BHGR when pishing after PC"
SA024,1,2009,PA062,6,2009-07-11 09:17:00,0917,13,ASH,1,1,64,99,99,0,0,99,""
SA024,1,2009,PA063,1,2009-05-16 08:50:00,0850,13,RWR,0,0,55,99,99,99,99,99,""
SA024,1,2009,PA063,2,2009-05-25 05:30:00,0530,13,SJK,0,1,56,99,99,0,0,99,""
SA024,1,2009,PA063,3,2009-06-06 07:13:00,0713,13,RWR,4,1,62,99,99,0,0,99,""
SA024,1,2009,PA063,4,2009-06-15 09:45:00,0945,13,IEK,1,1,62,99,99,0,0,99,""
SA024,1,2009,PA063,5,2009-06-26 07:11:00,0711,13,SJK,1,0,64,99,99,0,0,99,"not all VIMA have seeds"
SA024,1,2009,PA063,6,2009-07-11 08:31:00,0831,13,ASH,1,1,64,99,99,0,0,99,""
SA024,1,2009,PA064,1,2009-05-16 08:50:00,0850,13,RWR,0,0,56,99,99,99,99,99,""
SA024,1,2009,PA064,2,2009-05-25 05:53:00,0553,13,SJK,0,0,58,99,99,1,0,99,"saw DOSQ after PC ended, loud whining call very close during PC, 2 small brown birds ripped by me as PC ended, no ID"
SA024,1,2009,PA064,3,2009-06-06 07:35:00,0735,13,RWR,4,1,59,99,99,2,0,99,""
SA024,1,2009,PA064,4,2009-06-15 08:25:00,0825,13,IEK,2,0,62,99,99,2,0,99,""
SA024,1,2009,PA064,5,2009-06-26 07:31:00,0731,13,SJK,2,0,62,99,99,1,0,99,""
SA024,1,2009,PA064,6,2009-07-11 07:32:00,0732,13,ASH,1,1,64,99,99,0,0,99,""
SA024,1,2009,PA065,1,2009-05-16 07:04:00,0704,13,RWR,0,0,99,99,99,99,99,99,""
SA024,1,2009,PA065,2,2009-05-25 07:00:00,0700,13,ASH,1,1,58,99,99,0,0,99,""
SA024,1,2009,PA065,3,2009-06-06 07:54:00,0754,13,RWR,3,1,99,99,99,0,0,99,""
SA024,1,2009,PA065,4,2009-06-15 07:54:00,0754,13,IEK,3,1,62,99,99,0,0,99,"HETH & SWTH singing simultaneously"
SA024,1,2009,PA065,5,2009-06-26 07:52:00,0752,13,SJK,1,0,99,99,99,0,0,99,"PIWO called right before I arrived to point"
SA024,1,2009,PA065,6,2009-07-11 07:13:00,0713,13,ASH,1,1,50,99,99,0,0,99,""
SA024,1,2009,PA066,1,2009-05-16 07:27:00,0727,13,RWR,0,0,56,99,99,99,99,99,""
SA024,1,2009,PA066,2,2009-05-25 07:19:00,0719,13,ASH,0,1,58,99,99,1,0,99,""
SA024,1,2009,PA066,3,2009-06-06 08:11:00,0811,13,RWR,3,1,62,99,99,2,0,99,""
SA024,1,2009,PA066,4,2009-06-15 07:23:00,0723,13,IEK,2,0,62,99,99,2,0,99,""
